Product_Link,title,description,rating,numberOfRatings,display_price,display_price_value,mrp,mrp_value,discount_text,discount_value,selling_price_text,selling_price_value,productDetailWithColor,features,size_and_fit,material_and_care,specifications,reviews_link,reviews,sentiment,Ratings,Number Of Ratings
https://www.myntra.com/kurta-sets/baesd/baesd-girls-floral-printed-v-neck-gotta-patti-regular-a-line-kurta-with-sharara/30418026/buy,BAESD,Girls Floral Printed V-Neck Gotta Patti Regular A-Line Kurta with Sharara,3.1,638 Ratings,₹439,439.0,Rs. 1999,1999.0,(78% OFF),78.0,Price DetailsMaximum Retail PriceRs. 1999(Incl. of all taxes)Discount78% OFFSelling PriceRs. 439(Incl. of all taxes),1999.0,"Magenta and GoldToned printed Kurta with ShararaKurta design: Floral printedKaftan shapeRegular styleV-neck, sleeveless no sleevesNa pocketsCalf length with flared hemCotton blend machine weave fabricSharara design: Printed ShararaElasticated waistband","[{'key': 'feature', 'value': 'Floral printed'}, {'key': 'feature', 'value': 'Kaftan shape'}, {'key': 'feature', 'value': 'Regular style'}, {'key': 'feature', 'value': 'V-neck, sleeveless no sleeves'}, {'key': 'feature', 'value': 'Na pockets'}, {'key': 'feature', 'value': 'Calf length with flared hem'}, {'key': 'feature', 'value': 'Cotton blend machine weave fabric'}, {'key': 'feature', 'value': 'Printed Sharara'}, {'key': 'feature', 'value': 'Elasticated waistband'}]",,Kurta Fabric:Cotton BlendBottom Fabric:Cotton BlendHand Wash,"[{'key': 'Sleeve Length', 'value': 'Sleeveless'}, {'key': 'Top Shape', 'value': 'A-Line'}, {'key': 'Top Type', 'value': 'Kurta'}, {'key': 'Bottom Type', 'value': 'Sharara'}, {'key': 'Top Pattern', 'value': 'Printed'}, {'key': 'Top Design Styling', 'value': 'Regular'}, {'key': 'Top Hemline', 'value': 'Flared'}, {'key': 'Top Length', 'value': 'Calf Length'}]",https://www.myntra.com/reviews/30418026,"[{'rating': '5', 'review_text': ""OMG I'm so happy with this purchase! The outfit is even more beautiful in person than it is in the pictures. The leheriya print is vibrant and the combination of pink and orange is perfect for any festive event or a special day. The fabric feels soft and comfortable, and the quality of the stitching and the Gota Patti detailing is excellent. It looks and feels very well-made. The fit is true to size, and the design is very flattering. The top is a great length and the tie-up detail adds a nice touch. Highly recommend!"", 'reviewer': 'Sneha', 'date': '21 Sept 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'The leheriya print is vibrant and the combination of pink and orange is perfect for any festive event or a special day. The fabric feels soft and comfortable, and the quality of the stitching and the Gota Patti detailing is excellent.', 'keywords': ['outfit', 'fabric', 'leheriya'], 'aspect_sentiments': {'fit': [{'label': 'positive', 'confidence': 99.8, 'context': 'it look and feel very well - make . the fit be true to size , and the design be'}], 'fabric': [{'label': 'positive', 'confidence': 99.8, 'context': 'for any festive event or a special day . the fabric feel soft and comfortable , and the quality of'}], 'stitch': [{'label': 'positive', 'confidence': 99.9, 'context': 'feel soft and comfortable , and the quality of the stitching and the gota patti detailing be excellent . it'}], 'stitching': [{'label': 'positive', 'confidence': 99.9, 'context': 'feel soft and comfortable , and the quality of the stitching and the gota patti detailing be excellent . it'}], 'size': [{'label': 'positive', 'confidence': 99.8, 'context': 'very well - make . the fit be true to size , and the design be very flattering . the'}], 'design': [{'label': 'positive', 'confidence': 99.8, 'context': '. the fit be true to size , and the design be very flattering . the top be a great'}]}}, {'rating': '5', 'review_text': 'pretty dress has a lovely design — the V-neck kurta-style top looks elegant yet playful, perfect for kids. The fabric is soft and comfortable, making it suitable for long hours of wear. The palazzo fits well around the waist and complements the top nicely. However, the overall length of the palazzo was slightly loose than expected. A great choice overall for casual or festive occasions, but checking the size chart for is recommended.', 'reviewer': 'A', 'date': '14 May 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'The V-neck kurta-style top looks elegant yet playful, perfect for kids. The fabric is soft and comfortable, making it suitable for long hours of wear. A great choice overall for casual or festive occasions.', 'keywords': ['palazzo', 'dress', 'pretty'], 'aspect_sentiments': {'fit': [{'label': 'positive', 'confidence': 99.7, 'context': 'it suitable for long hour of wear . the palazzo fit well around the waist and complement the top nicely'}], 'fabric': [{'label': 'positive', 'confidence': 99.6, 'context': 'look elegant yet playful , perfect for kid . the fabric be soft and comfortable , make it suitable for'}], 'size': [{'label': 'neutral', 'confidence': 56.99999999999999, 'context': 'overall for casual or festive occasion , but check the size chart for be recommend .'}], 'design': [{'label': 'positive', 'confidence': 99.6, 'context': 'pretty dress have a lovely design — the v - neck kurta - style top'}]}}, {'rating': '5', 'review_text': 'Beautiful lahriya dress, perfect for festive occasions. The fabric is soft and comfortable for kids, and the colors are very bright and attractive.”', 'reviewer': 'Rohit Doraya', 'date': '12 July 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Beautiful lahriya dress, perfect for festive occasions. The fabric is soft and comfortable for kids, and the colors are very bright and attractive.”', 'keywords': ['lahriya', 'dress', 'fabric'], 'aspect_sentiments': {'fabric': [{'label': 'positive', 'confidence': 99.8, 'context': 'beautiful lahriya dress , perfect for festive occasion . the fabric be soft and comfortable for kid , and the'}], 'color': [{'label': 'positive', 'confidence': 99.7, 'context': 'fabric be soft and comfortable for kid , and the color be very bright and attractive . ""'}]}}, {'rating': '5', 'review_text': 'Beautiful dress, totally loved it. I ordered it for my niece, and she loved it.', 'reviewer': 'Mahima', 'date': '17 Sept 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Beautiful dress, totally loved it. I ordered it for my niece, and she loved it.', 'keywords': ['dress', 'beautiful', 'niece'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Dress is very good love the dress fit is very owsme even suitable for every occasion like dandiya even marrige also', 'reviewer': 'Neha Chouksey', 'date': '18 Oct 2024', 'overall_sentiment': {'label': 'positive', 'score': 99.4}, 'summary': 'Dress is very good love the dress fit is very owsme even suitable for every occasion like dandiya even marrige also', 'keywords': ['dress', 'dandiya', 'fit'], 'aspect_sentiments': {'fit': [{'label': 'positive', 'confidence': 99.8, 'context': 'dress be very good love the dress fit be very owsme even suitable for every occasion like'}]}}, {'rating': '5', 'review_text': 'Ordered for my daughter nd she loved it 🥰. Very comfortable nd very reasonable, go for it ..must but dress without any second thought..🧿💙', 'reviewer': 'Supriya', 'date': '8 Feb 2025', 'overall_sentiment': {'label': 'positive', 'score': 99.2}, 'summary': 'Ordered for my daughter nd she loved it 🥰. Very comfortable nd very reasonable, go for it ..must but dress without any second thought..🧿💙', 'keywords': ['dress', 'comfortable', 'ordered'], 'aspect_sentiments': {}}, {'rating': '4', 'review_text': 'Bought this for my daughter and she was looking so pretty in this outfit ❤️', 'reviewer': 'Monika Saha', 'date': '30 May 2025', 'overall_sentiment': {'label': 'positive', 'score': 99.9}, 'summary': 'Bought this for my daughter and she was looking so pretty in this outfit ❤️', 'keywords': ['outfit', 'pretty', 'daughter'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Nice ,pure cotton 👌 beautiful colour as photos ,good latkan ❤ 😊', 'reviewer': 'Babli Das', 'date': '3 Oct 2024', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Nice ,pure cotton 👌 beautiful colour as photos ,good latkan ❤ 😊', 'keywords': ['cotton', 'latkan', 'beautiful'], 'aspect_sentiments': {'color': [{'label': 'positive', 'confidence': 99.6, 'context': 'nice , pure cotton 👌 beautiful colour as photo , good latkan ❤ 😊'}]}}, {'rating': '3', 'review_text': 'Pros: • The fabric is nice and soft Cons: • I have ordered 7-8 yrs, but the size is not sufficient for my kid. the blouse is very loose but the bottom is tight and shorter for her. • seems like the pant got exchanged with other size.', 'reviewer': 'Shruthi A', 'date': '18 Oct 2024', 'overall_sentiment': {'label': 'negative', 'score': 97.1}, 'summary': 'The fabric is nice and soft. The size is not sufficient for my kid. The blouse is very loose but the bottom is tight and shorter for her.', 'keywords': ['blouse', 'fabric', 'pros'], 'aspect_sentiments': {'fabric': [{'label': 'positive', 'confidence': 99.7, 'context': 'pro : • the fabric be nice and soft con : • I have'}], 'size': [{'label': 'negative', 'confidence': 95.7, 'context': 'I have order 7 - 8 yr , but the size be not sufficient for my kid . the blouse'}, {'label': 'negative', 'confidence': 95.19999999999999, 'context': '. • seem like the pant get exchange with other size .'}]}}, {'rating': '4', 'review_text': 'Very good products quality is good', 'reviewer': 'Neha Singh', 'date': '8 Mar 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Very good products quality is good', 'keywords': ['quality', 'products', 'good'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Thnks for the beautiful ❤️ dress', 'reviewer': 'Deepika', 'date': '31 Aug 2024', 'overall_sentiment': {'label': 'positive', 'score': 99.8}, 'summary': 'Thnks for the beautiful ❤️ dress', 'keywords': ['dress', 'thnks', 'beautiful'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Very beautiful kurta set ❤️🥰🥰🥰 my daughter liked it very much 😍', 'reviewer': 'Bharti Watker', 'date': '11 Oct 2025', 'overall_sentiment': {'label': 'positive', 'score': 99.9}, 'summary': 'Very beautiful kurta set ❤️🥰🥰🥰 my daughter liked it very much 😍', 'keywords': ['kurta', 'set', 'liked'], 'aspect_sentiments': {}}]",,3.1,638
https://www.myntra.com/kurta-sets/misbis/misbis-girls-floral-embroidered-regular-thread-work-kurti-with-palazzos--with-dupatta/30287167/buy,misbis,Girls Floral Embroidered Regular Thread Work Kurti with Palazzos & With Dupatta,4.4,465 Ratings,₹749,749.0,Rs. 4999,4999.0,(85% OFF),85.0,Price DetailsMaximum Retail PriceRs. 4999(Incl. of all taxes)Discount85% OFFSelling PriceRs. 749(Incl. of all taxes),4999.0,"Purple embroidered Kurti with Palazzos with dupattaKurti design: Floral embroideredStraight shapeRegular styleNotch neck, long regular sleeves1 pockets thread work detailCalf length length with straight hemSilk blend machine weave fabricPalazzos design: Embroidered PalazzosElasticated waistbandDupatta Design:Embroidered","[{'key': 'feature', 'value': 'Floral embroidered'}, {'key': 'feature', 'value': 'Straight shape'}, {'key': 'feature', 'value': 'Regular style'}, {'key': 'feature', 'value': 'Notch neck, long regular sleeves'}, {'key': 'feature', 'value': '1 pockets thread work detail'}, {'key': 'feature', 'value': 'Calf length length with straight hem'}, {'key': 'feature', 'value': 'Silk blend machine weave fabric'}, {'key': 'feature', 'value': 'Embroidered Palazzos'}, {'key': 'feature', 'value': 'Elasticated waistband'}, {'key': 'feature', 'value': 'Embroidered'}]",,Top Fabric: Silk BlendBottom Fabric: Silk BlendDupatta Fabric: OrganzaMachine Wash,"[{'key': 'Sleeve Length', 'value': 'Long Sleeves'}, {'key': 'Top Shape', 'value': 'Straight'}, {'key': 'Top Type', 'value': 'Kurti'}, {'key': 'Bottom Type', 'value': 'Palazzos'}, {'key': 'Dupatta', 'value': 'With Dupatta'}, {'key': 'Top Pattern', 'value': 'Embroidered'}, {'key': 'Top Design Styling', 'value': 'Regular'}, {'key': 'Top Hemline', 'value': 'Straight'}]",https://www.myntra.com/reviews/30287167,"[{'rating': '5', 'review_text': 'The outfit is so preety with elegance n grace ,the embroidery is very rich n royal,my daughters always look awesome in dis outfit.the fitting is also very nice.the quality of the material is kind of silk .perfect outfit for any traditional event', 'reviewer': 'Rajeshwari Singh Solanki', 'date': '9 May 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'The outfit is so preety with elegance n grace ,the embroidery is very rich n royal,my daughters always look awesome in dis outfit. The quality of the material is kind of silk .perfect outfit for any traditional event.', 'keywords': ['elegance', 'embroidery', 'outfit'], 'aspect_sentiments': {'material': [{'label': 'positive', 'confidence': 99.8, 'context': 'dis outfit.the fitting be also very nice.the quality of the material be kind of silk .perfect outfit for any traditional'}]}}, {'rating': '4', 'review_text': 'Such a lovely kurta set💜material, fittings n quality everything is perfect', 'reviewer': 'Satabdi Dash', 'date': '30 July 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Such a lovely kurta set💜material, fittings n quality everything is perfect', 'keywords': ['kurta', 'fittings', 'quality'], 'aspect_sentiments': {'material': [{'label': 'positive', 'confidence': 99.6, 'context': 'such a lovely kurta set 💜 material , fitting n quality everything be perfect'}]}}, {'rating': '5', 'review_text': 'In love with the outfit. Quality is amazing✨', 'reviewer': 'Divina Mittchell', 'date': '9 Sept 2024', 'overall_sentiment': {'label': 'positive', 'score': 99.9}, 'summary': 'In love with the outfit. Quality is amazing✨', 'keywords': ['outfit', 'quality', 'love'], 'aspect_sentiments': {}}, {'rating': '4', 'review_text': 'The product was good but loose for my daughter so i returned.otherwise all is good specially the chunri with dress very beautifully designed.', 'reviewer': 'Anjan Mohan', 'date': '27 Mar 2025', 'overall_sentiment': {'label': 'positive', 'score': 99.9}, 'summary': 'The product was good but loose for my daughter so i returned.otherwise all is good specially the chunri with dress very beautifully designed.', 'keywords': ['chunri', 'dress', 'loose'], 'aspect_sentiments': {'design': [{'label': 'positive', 'confidence': 99.8, 'context': 'all be good specially the chunri with dress very beautifully design .'}]}}, {'rating': '5', 'review_text': ""You can take this dress for a party ,a haldi function it has good embroidery. It is one of my daughter's favourite dresses."", 'reviewer': 'Kahkashan Fahim', 'date': '14 July 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': ""You can take this dress for a party ,a haldi function it has good embroidery. It is one of my daughter's favourite dresses."", 'keywords': ['dresses', 'dress', 'embroidery'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Very good product 😀😀', 'reviewer': 'Shabnam Khatoon', 'date': '5 July 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Very good product 😀😀', 'keywords': ['product', 'good'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Mashallah bahut bhaut pyari dress', 'reviewer': 'Neha', 'date': '6 Apr 2025', 'overall_sentiment': {'label': 'negative', 'score': 85.3}, 'summary': 'Mashallah bahut bhaut pyari dress', 'keywords': ['pyari', 'dress', 'mashallah'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Good 👍 as shown in the picture perfect for my daughter She loves this suit.thank you 😊', 'reviewer': 'Bhavini Rathore', 'date': '23 Sept 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Good 👍 as shown in the picture perfect for my daughter She loves this suit.thank you 😊', 'keywords': ['suit', 'thank', 'shown'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'its very nice loved it absolutely loved it ! pefect for traditional occasions ❤️', 'reviewer': 'Bhoopendra', 'date': '28 Jan 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'its very nice loved it absolutely loved it ! pefect for traditional occasions ❤️', 'keywords': ['traditional', 'loved', 'occasions'], 'aspect_sentiments': {}}, {'rating': '4', 'review_text': 'The quality is very good, the finish is good too, worth buying at this price range.', 'reviewer': 'Mohammed Fazil Qureshi', 'date': '30 Mar 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'The quality is very good, the finish is good too, worth buying at this price range.', 'keywords': ['quality', 'finish', 'worth'], 'aspect_sentiments': {'price': [{'label': 'positive', 'confidence': 98.6, 'context': 'the finish be good too , worth buy at this price range .'}]}}, {'rating': '5', 'review_text': 'My kid loved this salwar… true to size… thanks to the seller… quality is good', 'reviewer': 'Eniya', 'date': '12 Oct 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'My kid loved this salwar… true to size… thanks to the seller… quality is good', 'keywords': ['salwar', 'size', 'quality'], 'aspect_sentiments': {'size': [{'label': 'positive', 'confidence': 98.9, 'context': 'my kid love this salwar … true to size … thank to the seller … quality be good'}]}}, {'rating': '5', 'review_text': '', 'reviewer': 'Arthi', 'date': '5 June 2025'}, {'rating': '5', 'review_text': 'The product is very nice and the quality of the cloth is very good. Just loved it', 'reviewer': 'Alisha Rahman', 'date': '22 Sept 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'The product is very nice and the quality of the cloth is very good. Just loved it', 'keywords': ['cloth', 'quality', 'product'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Nice kurta set ❤️❤️❤️👌👌👌👌🛍️🛍️🛍️🛍️', 'reviewer': 'Archana', 'date': '2 Aug 2025', 'overall_sentiment': {'label': 'positive', 'score': 99.9}, 'summary': 'Nice kurta set ❤️❤️❤️👌👌👌👌🛍️🛍️🛍️🛍️', 'keywords': ['kurta', 'set', 'nice'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Beautiful dress for my daughter..she is very happy to see dress..thank you so much seller', 'reviewer': 'Rashmi Gelanee', 'date': '22 Aug 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Beautiful dress for my daughter..she is very happy to see dress..thank you so much seller', 'keywords': ['dress', 'beautiful', 'thank'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Beautiful suit my daughter just loved it . Must go for it.', 'reviewer': 'Nisha', 'date': '24 Feb 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Beautiful suit my daughter just loved it . Must go for it.', 'keywords': ['suit', 'beautiful', 'daughter'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Wonderful light weight and comfortable', 'reviewer': 'Heena Zehra', 'date': '15 Sept 2024', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Wonderful light weight and comfortable', 'keywords': ['comfortable', 'weight', 'wonderful'], 'aspect_sentiments': {}}, {'rating': '4', 'review_text': 'Good suit set, I like the suit set, Delivery before time,', 'reviewer': 'Ghazala Afrin', 'date': '19 Mar 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Good suit set, I like the suit set, Delivery before time,', 'keywords': ['suit', 'set', 'delivery'], 'aspect_sentiments': {'delivery': [{'label': 'positive', 'confidence': 99.5, 'context': 'good suit set , I like the suit set , delivery before time ,'}]}}, {'rating': '5', 'review_text': 'V nice go for it', 'reviewer': 'Yasmeen Mughal', 'date': '21 Sept 2024', 'overall_sentiment': {'label': 'positive', 'score': 99.8}, 'summary': 'V nice go for it', 'keywords': ['nice'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': '', 'reviewer': 'Abna', 'date': '3 Apr 2025'}, {'rating': '5', 'review_text': 'Beautiful ❤️❤️ suit', 'reviewer': 'Rubiya Khan', 'date': '5 Oct 2024', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Beautiful ❤️❤️ suit', 'keywords': ['suit', 'beautiful'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Kapda bahut bahut acha hai ❤️ Thank you mayntra ❤️🥰', 'reviewer': 'Sabiha', 'date': '19 Mar 2025', 'overall_sentiment': {'label': 'positive', 'score': 98.7}, 'summary': 'Kapda bahut bahut acha hai ❤️ Thank you mayntra ❤️🥰', 'keywords': ['bahut', 'hai', 'acha'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Beautiful dress', 'reviewer': 'Sonam', 'date': '2 Sept 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Beautiful dress', 'keywords': ['dress', 'beautiful'], 'aspect_sentiments': {}}, {'rating': '5', 'review_text': 'Excellent ! Material, colour, design everything perfect', 'reviewer': 'K Sharaf', 'date': '18 Apr 2025', 'overall_sentiment': {'label': 'positive', 'score': 100.0}, 'summary': 'Excellent ! Material, colour, design everything perfect', 'keywords': ['design', 'material', 'colour'], 'aspect_sentiments': {'material': [{'label': 'positive', 'confidence': 99.8, 'context': 'excellent ! material , colour , design everything perfect'}], 'color': [{'label': 'positive', 'confidence': 99.8, 'context': 'excellent ! material , colour , design everything perfect'}], 'design': [{'label': 'positive', 'confidence': 99.8, 'context': 'excellent ! material , colour , design everything perfect'}]}}]",,4.4,465
